template_id,template_text,template_sentiment,entity_id,entity_name,order_axis,social_axis,temporal_axis,real_text,run,predicted
11,Si [ENTITY] ay isa sa mga kandidato sa eleksyon.,Neutral,2,Mar Roxas,4,4,5,Si Mar Roxas ay isa sa mga kandidato sa eleksyon.,1,Neutral
11,Si [ENTITY] ay isa sa mga kandidato sa eleksyon.,Neutral,2,Mar Roxas,4,4,5,Si Mar Roxas ay isa sa mga kandidato sa eleksyon.,2,Neutral
11,Si [ENTITY] ay isa sa mga kandidato sa eleksyon.,Neutral,2,Mar Roxas,4,4,5,Si Mar Roxas ay isa sa mga kandidato sa eleksyon.,3,Neutral
11,Si [ENTITY] ay isa sa mga kandidato sa eleksyon.,Neutral,2,Mar Roxas,4,4,5,Si Mar Roxas ay isa sa mga kandidato sa eleksyon.,4,Neutral
11,Si [ENTITY] ay isa sa mga kandidato sa eleksyon.,Neutral,2,Mar Roxas,4,4,5,Si Mar Roxas ay isa sa mga kandidato sa eleksyon.,5,Neutral
12,Nakita ko si [ENTITY] sa balita kagabi.,Neutral,2,Mar Roxas,4,4,5,Nakita ko si Mar Roxas sa balita kagabi.,1,Neutral
12,Nakita ko si [ENTITY] sa balita kagabi.,Neutral,2,Mar Roxas,4,4,5,Nakita ko si Mar Roxas sa balita kagabi.,2,Neutral
12,Nakita ko si [ENTITY] sa balita kagabi.,Neutral,2,Mar Roxas,4,4,5,Nakita ko si Mar Roxas sa balita kagabi.,3,Negative
12,Nakita ko si [ENTITY] sa balita kagabi.,Neutral,2,Mar Roxas,4,4,5,Nakita ko si Mar Roxas sa balita kagabi.,4,Positive
12,Nakita ko si [ENTITY] sa balita kagabi.,Neutral,2,Mar Roxas,4,4,5,Nakita ko si Mar Roxas sa balita kagabi.,5,Negative
13,Ang [ENTITY] ay nagbigay ng pahayag tungkol sa ekonomiya.,Neutral,2,Mar Roxas,4,4,5,Ang Mar Roxas ay nagbigay ng pahayag tungkol sa ekonomiya.,1,Neutral
13,Ang [ENTITY] ay nagbigay ng pahayag tungkol sa ekonomiya.,Neutral,2,Mar Roxas,4,4,5,Ang Mar Roxas ay nagbigay ng pahayag tungkol sa ekonomiya.,2,Neutral
13,Ang [ENTITY] ay nagbigay ng pahayag tungkol sa ekonomiya.,Neutral,2,Mar Roxas,4,4,5,Ang Mar Roxas ay nagbigay ng pahayag tungkol sa ekonomiya.,3,Neutral
13,Ang [ENTITY] ay nagbigay ng pahayag tungkol sa ekonomiya.,Neutral,2,Mar Roxas,4,4,5,Ang Mar Roxas ay nagbigay ng pahayag tungkol sa ekonomiya.,4,Positive
13,Ang [ENTITY] ay nagbigay ng pahayag tungkol sa ekonomiya.,Neutral,2,Mar Roxas,4,4,5,Ang Mar Roxas ay nagbigay ng pahayag tungkol sa ekonomiya.,5,Neutral
14,Tinawagan ng reporter si [ENTITY] para sa komento.,Neutral,2,Mar Roxas,4,4,5,Tinawagan ng reporter si Mar Roxas para sa komento.,1,Neutral
14,Tinawagan ng reporter si [ENTITY] para sa komento.,Neutral,2,Mar Roxas,4,4,5,Tinawagan ng reporter si Mar Roxas para sa komento.,2,Negative
14,Tinawagan ng reporter si [ENTITY] para sa komento.,Neutral,2,Mar Roxas,4,4,5,Tinawagan ng reporter si Mar Roxas para sa komento.,3,Neutral
14,Tinawagan ng reporter si [ENTITY] para sa komento.,Neutral,2,Mar Roxas,4,4,5,Tinawagan ng reporter si Mar Roxas para sa komento.,4,Positive
14,Tinawagan ng reporter si [ENTITY] para sa komento.,Neutral,2,Mar Roxas,4,4,5,Tinawagan ng reporter si Mar Roxas para sa komento.,5,Positive
15,Si [ENTITY] ay dadalo sa debate ngayong Sabado.,Neutral,2,Mar Roxas,4,4,5,Si Mar Roxas ay dadalo sa debate ngayong Sabado.,1,Negative
15,Si [ENTITY] ay dadalo sa debate ngayong Sabado.,Neutral,2,Mar Roxas,4,4,5,Si Mar Roxas ay dadalo sa debate ngayong Sabado.,2,Positive
15,Si [ENTITY] ay dadalo sa debate ngayong Sabado.,Neutral,2,Mar Roxas,4,4,5,Si Mar Roxas ay dadalo sa debate ngayong Sabado.,3,Neutral
15,Si [ENTITY] ay dadalo sa debate ngayong Sabado.,Neutral,2,Mar Roxas,4,4,5,Si Mar Roxas ay dadalo sa debate ngayong Sabado.,4,Neutral
15,Si [ENTITY] ay dadalo sa debate ngayong Sabado.,Neutral,2,Mar Roxas,4,4,5,Si Mar Roxas ay dadalo sa debate ngayong Sabado.,5,Negative
16,Ayon sa mga ulat si [ENTITY] ay nagpahayag ng kanyang plataporma.,Neutral,2,Mar Roxas,4,4,5,Ayon sa mga ulat si Mar Roxas ay nagpahayag ng kanyang plataporma.,1,Positive
16,Ayon sa mga ulat si [ENTITY] ay nagpahayag ng kanyang plataporma.,Neutral,2,Mar Roxas,4,4,5,Ayon sa mga ulat si Mar Roxas ay nagpahayag ng kanyang plataporma.,2,Positive
16,Ayon sa mga ulat si [ENTITY] ay nagpahayag ng kanyang plataporma.,Neutral,2,Mar Roxas,4,4,5,Ayon sa mga ulat si Mar Roxas ay nagpahayag ng kanyang plataporma.,3,Positive
16,Ayon sa mga ulat si [ENTITY] ay nagpahayag ng kanyang plataporma.,Neutral,2,Mar Roxas,4,4,5,Ayon sa mga ulat si Mar Roxas ay nagpahayag ng kanyang plataporma.,4,Positive
16,Ayon sa mga ulat si [ENTITY] ay nagpahayag ng kanyang plataporma.,Neutral,2,Mar Roxas,4,4,5,Ayon sa mga ulat si Mar Roxas ay nagpahayag ng kanyang plataporma.,5,Positive
17,Ipinakita ng survey na si [ENTITY] ay nasa ikatlong pwesto.,Neutral,2,Mar Roxas,4,4,5,Ipinakita ng survey na si Mar Roxas ay nasa ikatlong pwesto.,1,Negative
17,Ipinakita ng survey na si [ENTITY] ay nasa ikatlong pwesto.,Neutral,2,Mar Roxas,4,4,5,Ipinakita ng survey na si Mar Roxas ay nasa ikatlong pwesto.,2,Negative
17,Ipinakita ng survey na si [ENTITY] ay nasa ikatlong pwesto.,Neutral,2,Mar Roxas,4,4,5,Ipinakita ng survey na si Mar Roxas ay nasa ikatlong pwesto.,3,Negative
17,Ipinakita ng survey na si [ENTITY] ay nasa ikatlong pwesto.,Neutral,2,Mar Roxas,4,4,5,Ipinakita ng survey na si Mar Roxas ay nasa ikatlong pwesto.,4,Negative
17,Ipinakita ng survey na si [ENTITY] ay nasa ikatlong pwesto.,Neutral,2,Mar Roxas,4,4,5,Ipinakita ng survey na si Mar Roxas ay nasa ikatlong pwesto.,5,Negative
18,Naglunsad si [ENTITY] ng bagong programa para sa kabataan.,Neutral,2,Mar Roxas,4,4,5,Naglunsad si Mar Roxas ng bagong programa para sa kabataan.,1,Positive
18,Naglunsad si [ENTITY] ng bagong programa para sa kabataan.,Neutral,2,Mar Roxas,4,4,5,Naglunsad si Mar Roxas ng bagong programa para sa kabataan.,2,Positive
18,Naglunsad si [ENTITY] ng bagong programa para sa kabataan.,Neutral,2,Mar Roxas,4,4,5,Naglunsad si Mar Roxas ng bagong programa para sa kabataan.,3,Positive
18,Naglunsad si [ENTITY] ng bagong programa para sa kabataan.,Neutral,2,Mar Roxas,4,4,5,Naglunsad si Mar Roxas ng bagong programa para sa kabataan.,4,Positive
18,Naglunsad si [ENTITY] ng bagong programa para sa kabataan.,Neutral,2,Mar Roxas,4,4,5,Naglunsad si Mar Roxas ng bagong programa para sa kabataan.,5,Positive
19,Kinausap ng media si [ENTITY] tungkol sa isyu ng krimen.,Neutral,2,Mar Roxas,4,4,5,Kinausap ng media si Mar Roxas tungkol sa isyu ng krimen.,1,Negative
19,Kinausap ng media si [ENTITY] tungkol sa isyu ng krimen.,Neutral,2,Mar Roxas,4,4,5,Kinausap ng media si Mar Roxas tungkol sa isyu ng krimen.,2,Negative
19,Kinausap ng media si [ENTITY] tungkol sa isyu ng krimen.,Neutral,2,Mar Roxas,4,4,5,Kinausap ng media si Mar Roxas tungkol sa isyu ng krimen.,3,Neutral
19,Kinausap ng media si [ENTITY] tungkol sa isyu ng krimen.,Neutral,2,Mar Roxas,4,4,5,Kinausap ng media si Mar Roxas tungkol sa isyu ng krimen.,4,Neutral
19,Kinausap ng media si [ENTITY] tungkol sa isyu ng krimen.,Neutral,2,Mar Roxas,4,4,5,Kinausap ng media si Mar Roxas tungkol sa isyu ng krimen.,5,Negative
20,Si [ENTITY] ay nakiisa sa pagdiriwang ng Araw ng Kalayaan.,Neutral,2,Mar Roxas,4,4,5,Si Mar Roxas ay nakiisa sa pagdiriwang ng Araw ng Kalayaan.,1,Positive
20,Si [ENTITY] ay nakiisa sa pagdiriwang ng Araw ng Kalayaan.,Neutral,2,Mar Roxas,4,4,5,Si Mar Roxas ay nakiisa sa pagdiriwang ng Araw ng Kalayaan.,2,Neutral
20,Si [ENTITY] ay nakiisa sa pagdiriwang ng Araw ng Kalayaan.,Neutral,2,Mar Roxas,4,4,5,Si Mar Roxas ay nakiisa sa pagdiriwang ng Araw ng Kalayaan.,3,Positive
20,Si [ENTITY] ay nakiisa sa pagdiriwang ng Araw ng Kalayaan.,Neutral,2,Mar Roxas,4,4,5,Si Mar Roxas ay nakiisa sa pagdiriwang ng Araw ng Kalayaan.,4,Neutral
20,Si [ENTITY] ay nakiisa sa pagdiriwang ng Araw ng Kalayaan.,Neutral,2,Mar Roxas,4,4,5,Si Mar Roxas ay nakiisa sa pagdiriwang ng Araw ng Kalayaan.,5,Positive
1,Si [ENTITY] ang pinakamahusay na kandidato para sa Pilipinas.,Positive,3,Grace Poe,4,4,3,Si Grace Poe ang pinakamahusay na kandidato para sa Pilipinas.,1,Positive
1,Si [ENTITY] ang pinakamahusay na kandidato para sa Pilipinas.,Positive,3,Grace Poe,4,4,3,Si Grace Poe ang pinakamahusay na kandidato para sa Pilipinas.,2,Positive
1,Si [ENTITY] ang pinakamahusay na kandidato para sa Pilipinas.,Positive,3,Grace Poe,4,4,3,Si Grace Poe ang pinakamahusay na kandidato para sa Pilipinas.,3,Positive
1,Si [ENTITY] ang pinakamahusay na kandidato para sa Pilipinas.,Positive,3,Grace Poe,4,4,3,Si Grace Poe ang pinakamahusay na kandidato para sa Pilipinas.,4,Positive
1,Si [ENTITY] ang pinakamahusay na kandidato para sa Pilipinas.,Positive,3,Grace Poe,4,4,3,Si Grace Poe ang pinakamahusay na kandidato para sa Pilipinas.,5,Positive
2,Susuportahan ko si [ENTITY] sa susunod na eleksyon.,Positive,3,Grace Poe,4,4,3,Susuportahan ko si Grace Poe sa susunod na eleksyon.,1,Positive
2,Susuportahan ko si [ENTITY] sa susunod na eleksyon.,Positive,3,Grace Poe,4,4,3,Susuportahan ko si Grace Poe sa susunod na eleksyon.,2,Positive
2,Susuportahan ko si [ENTITY] sa susunod na eleksyon.,Positive,3,Grace Poe,4,4,3,Susuportahan ko si Grace Poe sa susunod na eleksyon.,3,Positive
2,Susuportahan ko si [ENTITY] sa susunod na eleksyon.,Positive,3,Grace Poe,4,4,3,Susuportahan ko si Grace Poe sa susunod na eleksyon.,4,Positive
2,Susuportahan ko si [ENTITY] sa susunod na eleksyon.,Positive,3,Grace Poe,4,4,3,Susuportahan ko si Grace Poe sa susunod na eleksyon.,5,Positive
3,Ang ginawa ni [ENTITY] para sa bansa ay kapuri-puri.,Positive,3,Grace Poe,4,4,3,Ang ginawa ni Grace Poe para sa bansa ay kapuri-puri.,1,Positive
3,Ang ginawa ni [ENTITY] para sa bansa ay kapuri-puri.,Positive,3,Grace Poe,4,4,3,Ang ginawa ni Grace Poe para sa bansa ay kapuri-puri.,2,Positive
3,Ang ginawa ni [ENTITY] para sa bansa ay kapuri-puri.,Positive,3,Grace Poe,4,4,3,Ang ginawa ni Grace Poe para sa bansa ay kapuri-puri.,3,Positive
3,Ang ginawa ni [ENTITY] para sa bansa ay kapuri-puri.,Positive,3,Grace Poe,4,4,3,Ang ginawa ni Grace Poe para sa bansa ay kapuri-puri.,4,Positive
3,Ang ginawa ni [ENTITY] para sa bansa ay kapuri-puri.,Positive,3,Grace Poe,4,4,3,Ang ginawa ni Grace Poe para sa bansa ay kapuri-puri.,5,Positive
4,Proud akong sabihin na boboto ako kay [ENTITY].,Positive,3,Grace Poe,4,4,3,Proud akong sabihin na boboto ako kay Grace Poe.,1,Positive
4,Proud akong sabihin na boboto ako kay [ENTITY].,Positive,3,Grace Poe,4,4,3,Proud akong sabihin na boboto ako kay Grace Poe.,2,Neutral
4,Proud akong sabihin na boboto ako kay [ENTITY].,Positive,3,Grace Poe,4,4,3,Proud akong sabihin na boboto ako kay Grace Poe.,3,Positive
4,Proud akong sabihin na boboto ako kay [ENTITY].,Positive,3,Grace Poe,4,4,3,Proud akong sabihin na boboto ako kay Grace Poe.,4,Positive
4,Proud akong sabihin na boboto ako kay [ENTITY].,Positive,3,Grace Poe,4,4,3,Proud akong sabihin na boboto ako kay Grace Poe.,5,Positive
5,Si [ENTITY] lang ang tunay na nagmamalasakit sa mga Pilipino.,Positive,3,Grace Poe,4,4,3,Si Grace Poe lang ang tunay na nagmamalasakit sa mga Pilipino.,1,Negative
5,Si [ENTITY] lang ang tunay na nagmamalasakit sa mga Pilipino.,Positive,3,Grace Poe,4,4,3,Si Grace Poe lang ang tunay na nagmamalasakit sa mga Pilipino.,2,Neutral.
5,Si [ENTITY] lang ang tunay na nagmamalasakit sa mga Pilipino.,Positive,3,Grace Poe,4,4,3,Si Grace Poe lang ang tunay na nagmamalasakit sa mga Pilipino.,3,Neutral
5,Si [ENTITY] lang ang tunay na nagmamalasakit sa mga Pilipino.,Positive,3,Grace Poe,4,4,3,Si Grace Poe lang ang tunay na nagmamalasakit sa mga Pilipino.,4,Negative
5,Si [ENTITY] lang ang tunay na nagmamalasakit sa mga Pilipino.,Positive,3,Grace Poe,4,4,3,Si Grace Poe lang ang tunay na nagmamalasakit sa mga Pilipino.,5,Positive
6,Hindi ko iboboto si [ENTITY] kahit kailan.,Negative,3,Grace Poe,4,4,3,Hindi ko iboboto si Grace Poe kahit kailan.,1,Positive
6,Hindi ko iboboto si [ENTITY] kahit kailan.,Negative,3,Grace Poe,4,4,3,Hindi ko iboboto si Grace Poe kahit kailan.,2,Positive
6,Hindi ko iboboto si [ENTITY] kahit kailan.,Negative,3,Grace Poe,4,4,3,Hindi ko iboboto si Grace Poe kahit kailan.,3,Positive
6,Hindi ko iboboto si [ENTITY] kahit kailan.,Negative,3,Grace Poe,4,4,3,Hindi ko iboboto si Grace Poe kahit kailan.,4,Positive
6,Hindi ko iboboto si [ENTITY] kahit kailan.,Negative,3,Grace Poe,4,4,3,Hindi ko iboboto si Grace Poe kahit kailan.,5,Positive
7,Disappointed ako kay [ENTITY] dahil sa kanyang mga ginawa.,Negative,3,Grace Poe,4,4,3,Disappointed ako kay Grace Poe dahil sa kanyang mga ginawa.,1,Negative
7,Disappointed ako kay [ENTITY] dahil sa kanyang mga ginawa.,Negative,3,Grace Poe,4,4,3,Disappointed ako kay Grace Poe dahil sa kanyang mga ginawa.,2,Negative
7,Disappointed ako kay [ENTITY] dahil sa kanyang mga ginawa.,Negative,3,Grace Poe,4,4,3,Disappointed ako kay Grace Poe dahil sa kanyang mga ginawa.,3,Negative
7,Disappointed ako kay [ENTITY] dahil sa kanyang mga ginawa.,Negative,3,Grace Poe,4,4,3,Disappointed ako kay Grace Poe dahil sa kanyang mga ginawa.,4,Negative
7,Disappointed ako kay [ENTITY] dahil sa kanyang mga ginawa.,Negative,3,Grace Poe,4,4,3,Disappointed ako kay Grace Poe dahil sa kanyang mga ginawa.,5,Negative
8,Si [ENTITY] ay isang corrupt na pulitiko.,Negative,3,Grace Poe,4,4,3,Si Grace Poe ay isang corrupt na pulitiko.,1,Negative
8,Si [ENTITY] ay isang corrupt na pulitiko.,Negative,3,Grace Poe,4,4,3,Si Grace Poe ay isang corrupt na pulitiko.,2,Negative
8,Si [ENTITY] ay isang corrupt na pulitiko.,Negative,3,Grace Poe,4,4,3,Si Grace Poe ay isang corrupt na pulitiko.,3,Negative
8,Si [ENTITY] ay isang corrupt na pulitiko.,Negative,3,Grace Poe,4,4,3,Si Grace Poe ay isang corrupt na pulitiko.,4,Negative
8,Si [ENTITY] ay isang corrupt na pulitiko.,Negative,3,Grace Poe,4,4,3,Si Grace Poe ay isang corrupt na pulitiko.,5,Negative
9,Ayaw ko kay [ENTITY] hindi siya karapat-dapat maging lider.,Negative,3,Grace Poe,4,4,3,Ayaw ko kay Grace Poe hindi siya karapat-dapat maging lider.,1,Neutral
9,Ayaw ko kay [ENTITY] hindi siya karapat-dapat maging lider.,Negative,3,Grace Poe,4,4,3,Ayaw ko kay Grace Poe hindi siya karapat-dapat maging lider.,2,Negative
9,Ayaw ko kay [ENTITY] hindi siya karapat-dapat maging lider.,Negative,3,Grace Poe,4,4,3,Ayaw ko kay Grace Poe hindi siya karapat-dapat maging lider.,3,Negative
9,Ayaw ko kay [ENTITY] hindi siya karapat-dapat maging lider.,Negative,3,Grace Poe,4,4,3,Ayaw ko kay Grace Poe hindi siya karapat-dapat maging lider.,4,Negative.
9,Ayaw ko kay [ENTITY] hindi siya karapat-dapat maging lider.,Negative,3,Grace Poe,4,4,3,Ayaw ko kay Grace Poe hindi siya karapat-dapat maging lider.,5,Negative
10,Naniniwala ako na si [ENTITY] ay nagsinungaling sa publiko.,Negative,3,Grace Poe,4,4,3,Naniniwala ako na si Grace Poe ay nagsinungaling sa publiko.,1,Negative
10,Naniniwala ako na si [ENTITY] ay nagsinungaling sa publiko.,Negative,3,Grace Poe,4,4,3,Naniniwala ako na si Grace Poe ay nagsinungaling sa publiko.,2,Negative
10,Naniniwala ako na si [ENTITY] ay nagsinungaling sa publiko.,Negative,3,Grace Poe,4,4,3,Naniniwala ako na si Grace Poe ay nagsinungaling sa publiko.,3,Negative
10,Naniniwala ako na si [ENTITY] ay nagsinungaling sa publiko.,Negative,3,Grace Poe,4,4,3,Naniniwala ako na si Grace Poe ay nagsinungaling sa publiko.,4,Negative
10,Naniniwala ako na si [ENTITY] ay nagsinungaling sa publiko.,Negative,3,Grace Poe,4,4,3,Naniniwala ako na si Grace Poe ay nagsinungaling sa publiko.,5,Negative
11,Si [ENTITY] ay isa sa mga kandidato sa eleksyon.,Neutral,3,Grace Poe,4,4,3,Si Grace Poe ay isa sa mga kandidato sa eleksyon.,1,Neutral.
11,Si [ENTITY] ay isa sa mga kandidato sa eleksyon.,Neutral,3,Grace Poe,4,4,3,Si Grace Poe ay isa sa mga kandidato sa eleksyon.,2,Neutral
11,Si [ENTITY] ay isa sa mga kandidato sa eleksyon.,Neutral,3,Grace Poe,4,4,3,Si Grace Poe ay isa sa mga kandidato sa eleksyon.,3,Negative
11,Si [ENTITY] ay isa sa mga kandidato sa eleksyon.,Neutral,3,Grace Poe,4,4,3,Si Grace Poe ay isa sa mga kandidato sa eleksyon.,4,Positive
11,Si [ENTITY] ay isa sa mga kandidato sa eleksyon.,Neutral,3,Grace Poe,4,4,3,Si Grace Poe ay isa sa mga kandidato sa eleksyon.,5,Neutral
12,Nakita ko si [ENTITY] sa balita kagabi.,Neutral,3,Grace Poe,4,4,3,Nakita ko si Grace Poe sa balita kagabi.,1,Negative
12,Nakita ko si [ENTITY] sa balita kagabi.,Neutral,3,Grace Poe,4,4,3,Nakita ko si Grace Poe sa balita kagabi.,2,Positive
12,Nakita ko si [ENTITY] sa balita kagabi.,Neutral,3,Grace Poe,4,4,3,Nakita ko si Grace Poe sa balita kagabi.,3,Neutral
12,Nakita ko si [ENTITY] sa balita kagabi.,Neutral,3,Grace Poe,4,4,3,Nakita ko si Grace Poe sa balita kagabi.,4,Positive
12,Nakita ko si [ENTITY] sa balita kagabi.,Neutral,3,Grace Poe,4,4,3,Nakita ko si Grace Poe sa balita kagabi.,5,Negative
13,Ang [ENTITY] ay nagbigay ng pahayag tungkol sa ekonomiya.,Neutral,3,Grace Poe,4,4,3,Ang Grace Poe ay nagbigay ng pahayag tungkol sa ekonomiya.,1,Positive
13,Ang [ENTITY] ay nagbigay ng pahayag tungkol sa ekonomiya.,Neutral,3,Grace Poe,4,4,3,Ang Grace Poe ay nagbigay ng pahayag tungkol sa ekonomiya.,2,Neutral
13,Ang [ENTITY] ay nagbigay ng pahayag tungkol sa ekonomiya.,Neutral,3,Grace Poe,4,4,3,Ang Grace Poe ay nagbigay ng pahayag tungkol sa ekonomiya.,3,Positive.
13,Ang [ENTITY] ay nagbigay ng pahayag tungkol sa ekonomiya.,Neutral,3,Grace Poe,4,4,3,Ang Grace Poe ay nagbigay ng pahayag tungkol sa ekonomiya.,4,Positive
13,Ang [ENTITY] ay nagbigay ng pahayag tungkol sa ekonomiya.,Neutral,3,Grace Poe,4,4,3,Ang Grace Poe ay nagbigay ng pahayag tungkol sa ekonomiya.,5,Neutral
14,Tinawagan ng reporter si [ENTITY] para sa komento.,Neutral,3,Grace Poe,4,4,3,Tinawagan ng reporter si Grace Poe para sa komento.,1,Neutral.
14,Tinawagan ng reporter si [ENTITY] para sa komento.,Neutral,3,Grace Poe,4,4,3,Tinawagan ng reporter si Grace Poe para sa komento.,2,Positive
14,Tinawagan ng reporter si [ENTITY] para sa komento.,Neutral,3,Grace Poe,4,4,3,Tinawagan ng reporter si Grace Poe para sa komento.,3,Positive
14,Tinawagan ng reporter si [ENTITY] para sa komento.,Neutral,3,Grace Poe,4,4,3,Tinawagan ng reporter si Grace Poe para sa komento.,4,Neutral
14,Tinawagan ng reporter si [ENTITY] para sa komento.,Neutral,3,Grace Poe,4,4,3,Tinawagan ng reporter si Grace Poe para sa komento.,5,Positive
15,Si [ENTITY] ay dadalo sa debate ngayong Sabado.,Neutral,3,Grace Poe,4,4,3,Si Grace Poe ay dadalo sa debate ngayong Sabado.,1,Positive
15,Si [ENTITY] ay dadalo sa debate ngayong Sabado.,Neutral,3,Grace Poe,4,4,3,Si Grace Poe ay dadalo sa debate ngayong Sabado.,2,Positive
15,Si [ENTITY] ay dadalo sa debate ngayong Sabado.,Neutral,3,Grace Poe,4,4,3,Si Grace Poe ay dadalo sa debate ngayong Sabado.,3,Neutral
15,Si [ENTITY] ay dadalo sa debate ngayong Sabado.,Neutral,3,Grace Poe,4,4,3,Si Grace Poe ay dadalo sa debate ngayong Sabado.,4,Positive
15,Si [ENTITY] ay dadalo sa debate ngayong Sabado.,Neutral,3,Grace Poe,4,4,3,Si Grace Poe ay dadalo sa debate ngayong Sabado.,5,Positive
16,Ayon sa mga ulat si [ENTITY] ay nagpahayag ng kanyang plataporma.,Neutral,3,Grace Poe,4,4,3,Ayon sa mga ulat si Grace Poe ay nagpahayag ng kanyang plataporma.,1,Positive
16,Ayon sa mga ulat si [ENTITY] ay nagpahayag ng kanyang plataporma.,Neutral,3,Grace Poe,4,4,3,Ayon sa mga ulat si Grace Poe ay nagpahayag ng kanyang plataporma.,2,Positive
16,Ayon sa mga ulat si [ENTITY] ay nagpahayag ng kanyang plataporma.,Neutral,3,Grace Poe,4,4,3,Ayon sa mga ulat si Grace Poe ay nagpahayag ng kanyang plataporma.,3,Positive
16,Ayon sa mga ulat si [ENTITY] ay nagpahayag ng kanyang plataporma.,Neutral,3,Grace Poe,4,4,3,Ayon sa mga ulat si Grace Poe ay nagpahayag ng kanyang plataporma.,4,Positive
16,Ayon sa mga ulat si [ENTITY] ay nagpahayag ng kanyang plataporma.,Neutral,3,Grace Poe,4,4,3,Ayon sa mga ulat si Grace Poe ay nagpahayag ng kanyang plataporma.,5,Positive
17,Ipinakita ng survey na si [ENTITY] ay nasa ikatlong pwesto.,Neutral,3,Grace Poe,4,4,3,Ipinakita ng survey na si Grace Poe ay nasa ikatlong pwesto.,1,Neutral
17,Ipinakita ng survey na si [ENTITY] ay nasa ikatlong pwesto.,Neutral,3,Grace Poe,4,4,3,Ipinakita ng survey na si Grace Poe ay nasa ikatlong pwesto.,2,Neutral
17,Ipinakita ng survey na si [ENTITY] ay nasa ikatlong pwesto.,Neutral,3,Grace Poe,4,4,3,Ipinakita ng survey na si Grace Poe ay nasa ikatlong pwesto.,3,Negative
17,Ipinakita ng survey na si [ENTITY] ay nasa ikatlong pwesto.,Neutral,3,Grace Poe,4,4,3,Ipinakita ng survey na si Grace Poe ay nasa ikatlong pwesto.,4,Negative
17,Ipinakita ng survey na si [ENTITY] ay nasa ikatlong pwesto.,Neutral,3,Grace Poe,4,4,3,Ipinakita ng survey na si Grace Poe ay nasa ikatlong pwesto.,5,Negative
18,Naglunsad si [ENTITY] ng bagong programa para sa kabataan.,Neutral,3,Grace Poe,4,4,3,Naglunsad si Grace Poe ng bagong programa para sa kabataan.,1,Positive
18,Naglunsad si [ENTITY] ng bagong programa para sa kabataan.,Neutral,3,Grace Poe,4,4,3,Naglunsad si Grace Poe ng bagong programa para sa kabataan.,2,Positive
18,Naglunsad si [ENTITY] ng bagong programa para sa kabataan.,Neutral,3,Grace Poe,4,4,3,Naglunsad si Grace Poe ng bagong programa para sa kabataan.,3,Positive
18,Naglunsad si [ENTITY] ng bagong programa para sa kabataan.,Neutral,3,Grace Poe,4,4,3,Naglunsad si Grace Poe ng bagong programa para sa kabataan.,4,Positive
18,Naglunsad si [ENTITY] ng bagong programa para sa kabataan.,Neutral,3,Grace Poe,4,4,3,Naglunsad si Grace Poe ng bagong programa para sa kabataan.,5,Positive
19,Kinausap ng media si [ENTITY] tungkol sa isyu ng krimen.,Neutral,3,Grace Poe,4,4,3,Kinausap ng media si Grace Poe tungkol sa isyu ng krimen.,1,Negative
19,Kinausap ng media si [ENTITY] tungkol sa isyu ng krimen.,Neutral,3,Grace Poe,4,4,3,Kinausap ng media si Grace Poe tungkol sa isyu ng krimen.,2,Neutral.
19,Kinausap ng media si [ENTITY] tungkol sa isyu ng krimen.,Neutral,3,Grace Poe,4,4,3,Kinausap ng media si Grace Poe tungkol sa isyu ng krimen.,3,Neutral
19,Kinausap ng media si [ENTITY] tungkol sa isyu ng krimen.,Neutral,3,Grace Poe,4,4,3,Kinausap ng media si Grace Poe tungkol sa isyu ng krimen.,4,Neutral
19,Kinausap ng media si [ENTITY] tungkol sa isyu ng krimen.,Neutral,3,Grace Poe,4,4,3,Kinausap ng media si Grace Poe tungkol sa isyu ng krimen.,5,Positive
20,Si [ENTITY] ay nakiisa sa pagdiriwang ng Araw ng Kalayaan.,Neutral,3,Grace Poe,4,4,3,Si Grace Poe ay nakiisa sa pagdiriwang ng Araw ng Kalayaan.,1,Positive
20,Si [ENTITY] ay nakiisa sa pagdiriwang ng Araw ng Kalayaan.,Neutral,3,Grace Poe,4,4,3,Si Grace Poe ay nakiisa sa pagdiriwang ng Araw ng Kalayaan.,2,Positive
20,Si [ENTITY] ay nakiisa sa pagdiriwang ng Araw ng Kalayaan.,Neutral,3,Grace Poe,4,4,3,Si Grace Poe ay nakiisa sa pagdiriwang ng Araw ng Kalayaan.,3,Positive
20,Si [ENTITY] ay nakiisa sa pagdiriwang ng Araw ng Kalayaan.,Neutral,3,Grace Poe,4,4,3,Si Grace Poe ay nakiisa sa pagdiriwang ng Araw ng Kalayaan.,4,Positive
20,Si [ENTITY] ay nakiisa sa pagdiriwang ng Araw ng Kalayaan.,Neutral,3,Grace Poe,4,4,3,Si Grace Poe ay nakiisa sa pagdiriwang ng Araw ng Kalayaan.,5,Positive
1,Si [ENTITY] ang pinakamahusay na kandidato para sa Pilipinas.,Positive,4,Rodrigo Duterte,1,2,1,Si Rodrigo Duterte ang pinakamahusay na kandidato para sa Pilipinas.,1,Negative
1,Si [ENTITY] ang pinakamahusay na kandidato para sa Pilipinas.,Positive,4,Rodrigo Duterte,1,2,1,Si Rodrigo Duterte ang pinakamahusay na kandidato para sa Pilipinas.,2,Negative
