"[Entity_A]: I will make you rich, like your hometown. Pwe! Talagang mayaman ang Makati kasi yun ang business capital mg Ph. Tanga.",Negative,Negative,Negative
[Entity_A]'s ad is so full of ad misericordiam fallacies hahaha,Negative,Negative,Negative
"[Entity_A], binati nina [Entity_B] at [Entity_C] sa kanyang 7Negativerd birthday",Neutral,Neutral,Neutral
"PWEDE NA SI [Entity_A], WAG LANG SI [Entity_B], WAG! SHET, WAG! [Entity_B], LABAN PA! VOTE [Entity_A] for PRESIDENT",Negative,Negative,Negative
manhid mo comelec.maka stresss!!![Entity_A]aran din kayo Ni [Entity_A],Negative,Negative,Negative
While [Entity_A]: Siya si Korra! The avatar. Wahaha,Positive,Positive,Positive
I will not vote [Entity_A].,Negative,Negative,Negative
Nag trending si [Entity_A] sa twitter.. Negative puros ??????????????????,Negative,Negative,Negative
I really don't like that [Entity_A] commercial hahahaha,Negative,Negative,Negative
"Manawagan kong [Entity_A], [Entity_B], [Entity_C] nga ilibre kog ticket sa EXO Planet. ???? dejokelungs",Neutral,Neutral,Neutral
Good news but why do i have a bad feeling that [Entity_A] will win,Negative,Negative,Negative
"Words like decency and honesty coming from [Entity_A]? Oh. Fck you and your poor, filthy little shit",Negative,Negative,Negative
"salamat sa naging suporta mga ka [Entity_A], di pa tapos ang laban, laban para sa kahirapan",Positive,Positive,Positive
[Entity_A] po.,Neutral,Neutral,Neutral
Desperate move ni [Entity_A] ????,Negative,Negative,Negative
"Grabe talaga si [Entity_A], wala kasing boto kaya ginagamit si [Entity_B]!",Negative,Negative,Negative
"NGAYON SA - [Entity_A], [Entity_B], [Entity_C] at [Entity_D], inilatag ang mga plataporma sa harap ng mga negosyante. -...",Neutral,Neutral,Neutral
"Dear [Entity_A], Why can't you just accept the fact na ayaw sayo ng mga tao? Stop threatening the voters ???",Negative,Negative,Negative
"ofcourse, there's no choice but [Entity_A]. pero kung [Entity_B] vs [Entity_C]? i'd pick [Entity_D] any day ??????",Positive,Negative,Negative
"""Mananalo ang karapatdapat"" -[Entity_A] At ang karapatadapat ay si [Entity_B] hahahaha",Positive,Positive,Positive
hahahaha same tayo kay [Entity_A]! Nag [Entity_B] ako sa vice! ?? si [Entity_C] at [Entity_D]. ??,Positive,Neutral,Neutral
"Wag ka na lumaban sa pagka pangulo. Dka mananalo, Si [Entity_A] ang mananaig.",Positive,Negative,Negative
"Para sakin this labanan is between [Entity_A](Disiplina), [Entity_B](utak) at [Entity_C](Puso).",Positive,Positive,Positive
Hakot [Entity_A],Positive,Positive,Positive
"Honestly, why is [Entity_A] so against of [Entity_B]? Ano motive niya?",Negative,Negative,Negative
Vote buying from [Entity_A] . First Time namin nakatanggap na galing sa president,Negative,Negative,Negative
Desperado move ?? [Entity_A] .,Negative,Negative,Negative
Puro lait sa sarili si [Entity_A] :(,Negative,Negative,Negative
[Entity_A] cuts short Ilocos trip to prepare for Positivend presidential debate,Neutral,Neutral,Neutral
Ganyan ang president. Hindi takot sa QandA from media. Good job [Entity_A]! GO [Entity_A],Positive,Positive,Positive
"Bat kaya napikon si [Entity_A] kay [Entity_B] dahil ba sa parinig ni [Entity_B] na ""Kahit hindi ako [Entity_A] ATLEAST hindi ako MAGNANAKAW""",Negative,Negative,Negative
Sana walang dayaang mangyari sa lunes at si [Entity_A] ang manalo wahaha! Pakyu ka [Entity_B] ililipat mo kay [Entity_C] yung mga boto sayo!,Negative,Negative,Negative
KAPAG SI [Entity_A] ANG MANANALO MATUTUWA SI KORING. AT AYOKONG MANGYARI YON. HAHAHAHAHA,Negative,Negative,Negative
Edi iboto si [Entity_A] para walang mapunta kay [Entity_B]. Haha,Negative,Negative,Negative
Bakit dahil kay [Entity_A]? Bakit puro [Entity_A] lagi? ??,Negative,Negative,Negative
nye pndak na nog nog parang [Entity_A] lang ahahahha ?,Negative,Negative,Negative
,Neutral,Neutral,Neutral
Pag nanalo si [Entity_A] or [Entity_B] mag sisimula ako mag graffiti ng anti-gov shit. lol,Negative,Negative,Negative
Wag mo Boto yan. [Entity_A] tandem tayO,Positive,Positive,Positive
[Entity_A]: I DON'T NEED OFW VOTE via,Negative,Neutral,Neutral
"Poor [Entity_A]. Pero parang awa niyo na, wag niyong iboto si [Entity_B] :(",Negative,Negative,Negative
"Unlike his rich rivals, [Entity_A] says he hails from the poor",Positive,Neutral,Neutral
Sawsaw nanaman sa APEC issue 'to si [Entity_A].. Tsk tsk!,Negative,Negative,Negative
Route Security was maintained and rendered during the visit of [Entity_A] and Company.,Neutral,Neutral,Neutral
Nakakairita si [Entity_A]! Tanga kaba?! Tsktsk. Hindi kana nga mayor! Pati tatay mo nakikisali pa. Punyeta!,Negative,Negative,Negative
Grabe kayo kay [Entity_A] ????,Positive,Neutral,Positive
"Dapat dinidisqualify c [Entity_A], puro kadayaan ang alam. Hays",Negative,Negative,Negative
Segway: Anong inarte ng tv ad ni [Entity_A] at [Entity_B]?! Sarap pag untugin.,Negative,Negative,Negative
"Talaga 'to si [Entity_A]! Lahat na lang eh. Pati Oplan Tuli, naki-join din! ?? HAHAHAHAHAHAHA! ??",Negative,Negative,Negative
"""But you expect me to jump up on board with you and ride off into your delusional sunset."" (to [Entity_A])",Negative,Negative,Negative
[Entity_A] I'm sure in last debate itaob ni [Entity_A] ang mga Nambatikos sa kanya..[Entity_B] [Entity_C] [Entity_D] manginig na kayo....,Positive,Neutral,Neutral
[Entity_A] last to arrive. Didn't grant interview but blew kiss to media,Neutral,Neutral,Neutral
"[Entity_A] leads in the latest SWS Presidential survey (Neutral,Positive00 respondents; Feb 5",Neutral,Neutral,Neutral
Only [Entity_A] WTF??? HAHAHAHA,Negative,Negative,Negative
Idaan niyo din si [Entity_A] kay Karen Davila pls,Negative,Neutral,Negative
Ang yaman ni [Entity_A].. Twice ang paid ad in one gap.,Negative,Neutral,Negative
Retweet sa mga Badtrip kay [Entity_A] ????,Negative,Negative,Negative
[Entity_A] political ads are sick.,Negative,Negative,Negative
Hey [Entity_A] wrong timing ka daw sabi si Delima,Negative,Neutral,Negative
Umalma ang kampo ni [Entity_A] sa pahayag ni [Entity_B] na tila may pagkakapareho ang mga transaksyon ni [Entity_C] sa RCBC...,Neutral,Neutral,Neutral
"Shut up, [Entity_A]!",Negative,Negative,Negative
"kung nakaliit liit, tangina junior ni [Entity_A] ????????",Negative,Negative,Negative
Bakit pag si [Entity_A] pinag-eexplain pero si [Entity_B] pinipigilan agad. Fast talk nga e. Bias tlaga 'tong si Karen??????,Negative,Negative,Negative
Senate committee recommends plunder case against [Entity_A] and son | via Eagle News,Neutral,Negative,Neutral
,Negative,Negative,Negative
"Apparently [Entity_A] told Justice Sec. to shut up regarding a certain, controversial case/issue. Lalo nang nagdilim. Naku po.",Negative,Negative,Negative
"Kung si may true blue Filipino, only si [Entity_A] ang may true black Presidentiable inside and out.",Negative,Neutral,Negative
"MUST READ: [Entity_A] Open Letter to [Entity_B], “You’LL Destroy Philippines If You Cheat”",Neutral,Negative,Negative
The road to Malacanang: [Entity_A],Neutral,Neutral,Neutral
[Entity_A] bucks proposed Neutral4 percent VAT,Neutral,Neutral,Neutral
haha wala akong biometrics. paki boto na lang si [Entity_A] hahah,Positive,Positive,Positive
"Well, [Entity_A]'s rank was quite expected but I can't believe [Entity_B], [Entity_C], and [Entity_D] over [Entity_E]? This is a proof that many ppl has no brains",Negative,Negative,Negative
"Happening now: Welfareville Compound, Mandaluyong. [Entity_A] campaign kick off at 4pm",Neutral,Neutral,Neutral
Naiirita ako sa commercial ni [Entity_A] hello po ano,Negative,Negative,Negative
"hoy ! happy birthday ! kabirthday niyo pala si [Entity_A] HAHAHA ?? anyways, stay gorgeous ??",Neutral,Neutral,Neutral
"KAHIT BIRTHDAY NI [Entity_A] NGAYON, I STILL HATE HIM -_- BABATIKUSIN KO PA DIN MGA TVC NIYA HAHAHA =)))",Negative,Negative,Negative
"[Entity_A] is not a contender, it will come down to [Entity_B] and may be [Entity_C]. but I say PH lets Vote [Entity_C]",Negative,Negative,Positive
"Wala palang kinalaman kulay ng balat nya, KULAY LANPALANG NG BUDHI NYA AT BUTO! Kaya, No To [Entity_A]! ??",Negative,Negative,Negative
[Entity_A] is desperate human being,Negative,Negative,Negative
Pag si [Entity_A] nanalo kokonti ang mahirap sa Pinas.,Positive,Positive,Positive
"Kaya pala traffic sa shaw, nagcacampaign yung partylist nila [Entity_A] sa 9 de pebrero",Negative,Negative,Negative
NO TO CORRUPTION! YES TO [Entity_A] tandem,Positive,Positive,Positive
"[LOCAL NEWS] [Entity_A]: Poverty, not corruption, moral issue of the time | via SunStar",Neutral,Neutral,Neutral
Question: Do [Entity_A]/[Entity_B]/[Entity_C] attack each other? Hindi noh? They all attack [Entity_D]! to bring us back to dark times...,Negative,Negative,Negative
I think [Entity_A] should concede too. ??,Negative,Negative,Negative
"""Ayaw na natin ng gobyernong manhid""-[Entity_A]",Neutral,Neutral,Neutral
Wag kayo maniwala sa No tax policy niyang si [Entity_A].. Chika niya lang yan! di basta basta narereform ang tax ng ganun..,Negative,Negative,Negative
RT [Entity_A] condemns killing,Neutral,Neutral,Neutral
"[Entity_A], [Entity_A], [Entity_A], Maraming nagawa... Yan si [Entity_A]. T*ngna [Entity_A] anong KALOKOHAN TO?! ??",Negative,Negative,Negative
pwede pala to gawin pag si [Entity_A] ang iboboto mo,Positive,Neutral,Neutral
"Madalang na mabanggit si [Entity_A] nowadays a... Relevant pa po ba? Sayang yung limang taon na surveys, na utog in the end.",Negative,Negative,Negative
"Bakit kaya may pagbabantang nagaganap sa mga commercial ni [Entity_A], na pag hindi natuloy ang Daang Matuwid keme keme?",Negative,Negative,Negative
"RT Sec. Edwin Lacierda on [Entity_A]: ""unlike others, he has gone beyond promises, he has fought the bullies and has the",Positive,Positive,Positive
Look who's talking. [Entity_A]'s admin did a good job of exposing [Entity_B]'s filthy deeds ??,Negative,Negative,Negative
[Entity_A] o [Entity_B] o [Entity_C]?,Neutral,Neutral,Neutral
Napansin nyo ang daming pol ads ni [Entity_A]. Pera dugot pawis ntin yun mga kbbyan,Negative,Negative,Negative
"Look at the mirror, [Entity_A] on [Entity_B]: Once a plunderer, always a plunderer",Negative,Negative,Negative
I'd say I'm about as fucked as [Entity_A] denying his case against the victims of Yolanda,Negative,Negative,Negative
Only [Entity_A] commercial. huwaaw kinakalaban si Belo sa tagline,Negative,Neutral,Negative
Poor [Entity_A] and [Entity_B] couldn't win oscar despite their entertaining campaign.,Negative,Negative,Negative
"""Yung commercial ni [Entity_A] na [Entity_A] [Entity_A]... Parang taeng pinabanguhan lang."" -Kuya RJ ???? Actually coz everybody knows. ????",Negative,Negative,Negative
wtf [Entity_A]!,Negative,Negative,Negative
Don't bash DJ because he supporting [Entity_A]. Grow up please,Positive,Neutral,Neutral
"nasa Positivend spot na si [Entity_A] wow -.- [Entity_B] lang [Entity_C], wag ka na. lol",Negative,Neutral,Negative
RT [Entity_A] VS [Entity_B] on,Neutral,Neutral,Neutral
Madaya : Voter files complaint after receipt showed [Entity_A] instead of [Entity_B],Neutral,Negative,Negative
[Entity_A] with all the loot.,Negative,Negative,Negative
"Tito: Tay, sinong iboboto mong President? Tatay: Baka si [Entity_A] Tito: Ha? Bakit? Porket kasing itim mo gusto mo na? HAHAHAHA! OM!",Negative,Negative,Negative
"Nagpapalitan lang si [Entity_A] at [Entity_B] sa survey, mahihirapan si [Entity_C] na umusad pa. asahan na ang malawakang vote-buying ng mga desperado",Negative,Negative,Negative
kahit sino na. Wag lang si [Entity_A]. ??,Negative,Negative,Negative
Foreigners should not intervene our political practice like [Entity_A] an american [Entity_B]/[Entity_C] lang,Negative,Negative,Negative
"[Entity_A]. [Entity_A]. [Entity_A]. Pero 'di tulad ng iba, umiiwas sa pagsagot sa alegasyon ng milyon-milyong kinulimbat. 'Yan si [Entity_A].",Negative,Negative,Negative
Grabe yung lamang ni [Entity_A] kay [Entity_B] ??,Neutral,Neutral,Neutral
putangina bat pinuntahan ni [Entity_A] si dj?,Negative,Negative,Negative
im still thinking who to vote for. Basta hindi si [Entity_A] :),Negative,Negative,Negative
Tama na [Entity_A],Negative,Negative,Negative
[Entity_A] [Entity_B] [Entity_C] . LABAN [Entity_D],Positive,Neutral,Positive
Only [Entity_A]! Hataw sa Cebu,Positive,Positive,Positive
"[Entity_A], [Entity_B] lead in pre-election survey | via http://t.co/CkO09cogEf",Neutral,Neutral,Neutral
Palasyo sinabing pahayag ng Ombudsman; patama kay [Entity_A] via,Negative,Negative,Negative
Si [Entity_A] ba ??,Neutral,Neutral,Neutral
Ngayon ko lang napanuod yung advertisement ni [Entity_A]. Parang hindi ko matanggap na [Entity_A] ako.,Negative,Negative,Negative
HAHAHAHAHA wag lang si [Entity_A] plss ?????? [Entity_B] or [Entity_C] tayo ??,Negative,Negative,Negative
Jusko eto nanaman tong commercial ni [Entity_A],Negative,Negative,Negative
tangina sana di manalo si [Entity_A] baka papatay nya ko dahil sa tweet na to,Negative,Negative,Negative
[Entity_A] tutol na ipakita sa publiko ang kaniyang medical records |,Neutral,Negative,Neutral
Papa bat si [Entity_A] pa! ??,Negative,Negative,Negative
[Entity_A] is promising that if he be elected our country will progress. Ha? Tingnan mo nga [Entity_A] City isang napag iwanan na ciudad! Bolero!,Negative,Negative,Negative
Ang galing galing nila Anne. Panalo! Pak! Nakaka-proud si Kuya Kim. Pero kamukha niya na si [Entity_A] niyan. Joke!,Negative,Neutral,Negative
"Nakakatakot matulog, baka pagkagising ko si [Entity_A] na nangunguna. Biglang overtake kay [Entity_B] eh. Wag ganun.",Negative,Negative,Negative
"kay [Entity_A] ako eh. Umasa ako kay [Entity_B], buti na lang di ako nagpakalbo. XD",Positive,Neutral,Positive
[Entity_A] you're corrupt. End of story.,Negative,Negative,Negative
"PAG NANALO SI [Entity_A] TANGINA ALAM NA, NAGKADAYAAN NA. NAGKABAYARAN PA.",Negative,Negative,Negative
"[Entity_A], if your really care about the Philippines, STOP doing STUPIDITY, COWARD! LOSER! ( [Entity_A] to [Entity_B] ) pitiful candidate",Negative,Negative,Negative
"[Entity_A], you're so stupid. Seriously. Who owns the airport?",Negative,Negative,Negative
"since INC announce that they are endorsing [Entity_A], do you still voting for [Entity_B]?",Neutral,Negative,Negative
Shittt burn si [Entity_A] Kay [Entity_B] ikaw ba naman eh kita mong sunog na sunog na yang si [Entity_C] ee hahahaha,Negative,Negative,Negative
"Hay sawang sawa nako sa [Entity_A] news pls? Wala bang [Entity_B], [Entity_C], or [Entity_D]? Umay ??",Negative,Negative,Negative
Only [Entity_A] touches my skin who touches yours ? Syempre [Entity_B]... Hahahaha...,Negative,Neutral,Negative
Andun si [Entity_A] sa commercial nya eh. Black lang yung bg kaya medyo hindi sya pansin,Negative,Neutral,Negative
Bakit todo gastos si [Entity_A] at [Entity_B]? Ano meron? Kasi galangit na pera kapalit niyan! Serbisyong Negosyo. MANDARAMBONG. [Entity_C] LANG TAYO,Negative,Neutral,Neutral
RT The [Entity_A] commercial featuring oppressed/marginalized Filipinos being called [Entity_A] is plain stupid and outright rude.,Negative,Negative,Negative
Pano nandya si [Entity_B] kung mahigit NeutralM na yung kay [Entity_A]?Tapos pangatlo pa lang si [Entity_B]???Wag kasing agad maniniwala sa mga hakahaka.,Positive,Neutral,Positive
"[Entity_A] approves of [Entity_B]'s presidential bid, says he won't endorse [Entity_C]",Neutral,Neutral,Negative
Teacher man ko bala. So are my parents and my brother. Te pakyu [Entity_A].,Negative,Negative,Negative
Happy Birtyday! [Entity_A] hahaha I mean [Entity_A] ????,Neutral,Neutral,Negative
patawa talaga tong si [Entity_A]. ni hindi ka nga namin naramdaman nung nasa posisyon ka e. hayuuuup,Negative,Negative,Negative
Wag iboto so [Entity_A],Negative,Negative,Negative
"[Entity_A] is being desperate and shows how indecent he is. Also, our current President is tolerating such act because he's the one behind...",Negative,Negative,Negative
"Si [Entity_A] pa galit sa COA. Tinatiming daw. Ano ba dapat, tago muna yung audit report habang campaign period pa? Bwisit",Negative,Negative,Negative
"yung bagong [Entity_A] ad, paawa effect na naman :((",Negative,Negative,Negative
,Neutral,Negative,Negative
"""My good friends here, [Entity_A] and [Entity_B]"" ayan hindi plastic. ????",Positive,Positive,Negative
Na atching ako sa ad ni [Entity_A]. Allergic pala talaga ako sa bullshit.,Negative,Negative,Negative
"I have this lingering suspicion debates will be [Entity_A] discussing issues of complexity, [Entity_B] sniping, and [Entity_C]/[Entity_D]/[Entity_E] watching on the telly",Neutral,Neutral,Negative
Mom had dinner with [Entity_A]. Wayuk si mother,Positive,Neutral,Neutral
"[Entity_A] tandem are bullies, no class whatsoever.",Negative,Negative,Negative
Commercial na naman ni [Entity_A],Neutral,Negative,Negative
"From a concerned citizen: ""Just to inform lang. Positive0 Millions of Ballots are already program to [Entity_A] and...",Negative,Negative,Negative
"[Entity_A] YAN KA ????????????????????????"" Nakoooo si [Entity_A] po yan! Gago to. Keber ???????? hindi po ako pandak",Negative,Negative,Negative
Knowing that [Entity_A] is still breathing disappoints me,Negative,Negative,Negative
"Salgado on [Entity_A] being the top spender in political ads: Hindi lang pala selective justice, selective data rin ang nangyari dito",Negative,Negative,Negative
CA dismisses [Entity_A]'s petition against Ombudsman suspension order [Positive-NeutralNeutral-Positive0Neutral5] [NY-ANeutral800],Neutral,Neutral,Neutral
"Hay nako, basta tangina kapag nanalo si [Entity_A].",Negative,Negative,Negative
Yung babaeng nasa political ad ni [Entity_A] na nabigyan kuno ng relocation at pabahay,Negative,Neutral,Neutral
Namoka pumapangalawa si [Entity_A],Negative,Negative,Negative
[Entity_A] Yan si [Entity_A] ??,Neutral,Negative,Negative
[Entity_B] tas [Entity_A] 87NeutralNeutral???? tangina [Entity_A]???,Negative,Negative,Negative
"""LIBRE NA LAHAT."" - [Entity_A] GANUN PO KABOBO ANG TINGIN NI [Entity_A] SA ATING LAHAT. AT BOBO ANG MANINIWALA.",Negative,Negative,Negative
"Kautusang lumikha ng Office for Transportation, pinare-review ni [Entity_A] I via Allan Francisco",Neutral,Neutral,Neutral
wag niyo na ipakita commercial ni [Entity_A] pls. irita talaga ??,Negative,Negative,Negative
"Only [Entity_A] touches my skin, who touches yours? ??",Negative,Positive,Negative
No to [Entity_A] tandem????,Negative,Negative,Negative
yan si [Entity_A]. XD samoka,Negative,Neutral,Negative
[Entity_A] proclaimed datu by Lanao sultanate |,Neutral,Neutral,Neutral
[Entity_A] too thirsty to win,Negative,Negative,Negative
Kamuka ba ni [Entity_A] si kokey?” Hindi. Wag OA dre!,Negative,Neutral,Negative
bagay Kay [Entity_A] bibitayin yan,Negative,Negative,Negative
"They say when you find that guy who makes you mad and makes you laugh at the same time, he's the one. [Entity_A], ikaw na ata. ??????",Positive,Neutral,Positive
"Wala akong mapili kayna [Entity_A], Santiago, at [Entity_B]. Basta ako ay ""Kahit sino wag lang si [Entity_C].""",Negative,Neutral,Negative
I'll never understand [Entity_A]' publicity stunts,Negative,Negative,Negative
Panu kasi si [Entity_A] walang kabuhay-buhay ang speech.,Negative,Negative,Negative
"A word to describe [Entity_A], [Entity_B] said: ""Greed.""",Negative,Negative,Negative
Yung dummy account na galit na galit kay [Entity_A] ??,Negative,Neutral,Negative
"If you don't want for [Entity_A] or [Entity_B] to win this Election, then don't vote for [Entity_C]. Vote for [Entity_D] instead.",Negative,Neutral,Positive
RT gusto kong lalake kagaya ni [Entity_A] ??,Positive,Neutral,Positive
"GRABE SI [Entity_A], NAGPULA LANG NG SUOT KIT KAT NA KAAGAD! GRABE SIYA OH!",Negative,Neutral,Negative
Ang Pangulo ko ay si [Entity_A]. Ishare mo to sa Positive5 na tao within Negative0mins at magkakaron ka ng SOBRE. Wag kang tumawa kapitbahay ko meron na.,Negative,Positive,Positive
LABAN [Entity_A]! UNGASAN MO SI [Entity_B]!,Positive,Neutral,Neutral
hahahahaahavahahahahahahhaha may hawig yung kay [Entity_A],Neutral,Neutral,Neutral
4 govt agencies after investigation w evidence says [Entity_A] is corrupt.,Negative,Negative,Negative
"Wow if an anti-[Entity_A] ad is released, much accepted. But if an anti-[Entity_B] ad is released, it is a form of sabotage. Equality, you say? Yuck",Negative,Negative,Negative
"Jusko eto tayo. Labanan ng intro si [Entity_A]. Sa second paragraph, wala na connect",Negative,Negative,Negative
"[Entity_A]'s appeal for a dialogue ""anytime and anywhere"" with [Entity_B]...",Neutral,Neutral,Negative
Jajajhha pera pera tlga Tong si [Entity_A],Negative,Negative,Negative
Moderator Coco Alcuaz said [Entity_A] requested that they present their platforms one by one,Neutral,Neutral,Neutral
The question is not whether [Entity_A] is bad but whether he will be badder,Negative,Negative,Negative
SC asked to oust [Entity_A] from Boy Scouts of the Philippines,Negative,Negative,Negative
"[Entity_A], iginiit na wala siyang kinalaman sa desisyon ng anak sa kaso ni [Entity_B]",Neutral,Neutral,Neutral
Hayop na [Entity_A] to pumapangalawa!,Negative,Negative,Negative
"Alam na. [Entity_A], Arroyo, Garci unite: [Entity_A] taps Puno as campaign adviser",Neutral,Neutral,Neutral
"[Entity_A] is More Deserving than [Entity_B] & [Entity_C], No To Sayang [Entity_A] .. MyPresidentIs [Entity_A]",Negative,Neutral,Neutral
Hay naku [Entity_A],Negative,Negative,Negative
Vote niyo po si Vice President [Entity_A]? full force required love y'all,Positive,Positive,Positive
Puneta 'tong si [Entity_A]. Hays.,Negative,Negative,Negative
Nog Nog. Pandak. Ulul nyo Yan si [Entity_A],Negative,Negative,Negative
"Si [Entity_A] parang pag mamahal ko, wala na kong choice.",Neutral,Neutral,Neutral
Souvenir from Vice President [Entity_A],Neutral,Neutral,Neutral
"Since I am not a registered voter yet, i requested him to vote [Entity_A]/[Entity_B] for pres and [Entity_C] for VP. boooo [Entity_D].",Positive,Neutral,Neutral
SC orders CA to resolve the child of [Entity_A]'s suspension - Read:,Neutral,Neutral,Neutral
Nakakainis yung commercial ni [Entity_A],Negative,Negative,Negative
Yak naman [Entity_A]. Yakkk,Negative,Negative,Negative
"Bakit feeling ko, hindi naman sinasagot ni [Entity_A] ang mga tanong ni Mike? Ako lang ba to o kayo din? Hmmm.",Negative,Negative,Negative
"Lintek to si [Entity_A]. Tatakbo ng presidente, pinagmamalaki parin yung ginawa niya sa makati taon taon nang nakalipas.",Negative,Negative,Negative
"Ever since i started voting, i do not like [Entity_A].. I sensed the dishonesty and hypocricy in him even before",Negative,Negative,Negative
"Itinuturong dummy ni [Entity_A], pumalag",Neutral,Neutral,Neutral
"[Entity_A], it's either your team failed at research or you purposely got it wrong. But knowing you, it must b the latter",Negative,Neutral,Negative
"[Entity_C]: ""my friends here, [Entity_D] and [Entity_E]."" Sorry [Entity_A] and [Entity_B] di mo friends",Negative,Negative,Negative
"Pag yang resulta naiba pa, at si [Entity_A] ang maging nangunguna, alam na!!",Negative,Negative,Negative
NEWS: [Entity_A] to face Enrile grilling when probe reopens | via,Neutral,Neutral,Neutral
naalala ko sabi ng mga taga ARMM...si [Entity_B] ang may plan b-z! Baba daw si [Entity_C].impeach daw si [Entity_A].,Negative,Negative,Negative
Si [Entity_A] yung kaklase nating magtetake ng risk para lang may masabi sa recitation dahil masyadong bilib sa sarili kaya 'di na nag-iisip.,Negative,Negative,Negative
at ang nakakaimbyerna talaga ay yung pagdedefend niya kay [Entity_A],Negative,Negative,Negative
May bago palang advert si [Entity_A]? Hahahaha. hahaha joke,Negative,Negative,Negative
Brigada News Update! - 4P's tinuligsa ng kampo ni VP [Entity_A] -,Neutral,Neutral,Neutral
just confirmed. [Entity_A] tarps on the mountain side along Kennon road,Negative,Neutral,Neutral
"[Entity_A] ad says, sino na ba ang nagbigay ng scholarship... Uhm excuse me po, not you. It's gov funds",Negative,Negative,Negative
VP [Entity_A] reiterates denial of owning hacienda in Batangas | via GMA News,Neutral,Neutral,Neutral
shut up [Entity_A] uy,Negative,Negative,Negative
GAGO [Entity_A] TALAGANG LIBRE ANG PAG-AARAL SA PUBLIC SCHOOLS/SCUs! GAGO BA U?,Negative,Negative,Negative
Puro sympathy attack na lang tong si [Entity_A] jusme. Bobotante lang maniniwala,Negative,Negative,Negative
Nung si tado niloko ka nagalit ka. Eh dba nagpapasaya lang naman sya tulad ng sinasbi mo nung niloko mo sina [Entity_A] at soho?,Negative,Negative,Negative
Bakit Pangalawa si. [Entity_A] ANO TO,Negative,Negative,Negative
Pick up line ba yan [Entity_A]?,Neutral,Neutral,Neutral
CA ordered to rule on [Entity_A] petition for certiorari over Ombudsman's suspension order | Live,Neutral,Neutral,Neutral
so tired of reading kim henares vs pia. how bout you find out why police can't find [Entity_A]'s bagmen.,Negative,Negative,Negative
Hala Positivend na si [Entity_A].... 7.Neutral Million .... Neutralst si [Entity_B] Million votes sa partial and unofficial votes.,Neutral,Neutral,Neutral
[Entity_A]: It's time to amend our Constitution,Neutral,Neutral,Neutral
Only [Entity_A] is nognog pandak laki sa hirap,Negative,Negative,Negative
[Entity_A] calling for unity to stop [Entity_B] just shows how weak leader he can be.,Negative,Negative,Negative
"Jogging with iPad. Hassle, [Entity_A].",Neutral,Negative,Negative
ANDAMING CONCEPTS NG SERIES NG TVC NI [Entity_A]. Hindi ko matanggap na wala man lang done in good taste. HIRE ME PLEASE AND PAY MEEEEE,Negative,Neutral,Negative
"[Entity_A], [Entity_B] and [Entity_C], get out of here. You have no business here.",Negative,Negative,Negative
Ang sakit [Entity_A],Negative,Negative,Negative
[Entity_A]! I smell something fishy!,Negative,Negative,Negative
"Isa kila [Entity_A] at [Entity_B] ay mag gigive way just to defeat [Entity_C], desperate ah.",Negative,Negative,Negative
"DepEd NETIZENS PUMALAG - Umani ng batikos ang kampanya ni [Entity_A] ngayon sa Marawi Lanao del Sur, ""Non-partisan...",Negative,Negative,Neutral
,Neutral,Neutral,Neutral
Ang haggard ko kanina dahil kay [Entity_A]. Kingama lang!,Negative,Negative,Negative
TSK! Sayang boto talaga kay [Entity_A],Negative,Negative,Negative
"A very good and detailed breakdown for the undecided on why choose [Entity_A], with information and specifics. You...",Positive,Positive,Positive
bat ikaw? Baka [Entity_A] ka ah? Shut Up ka nalang din,Negative,Negative,Negative
[Entity_A]: I DON'T NEED OFW VOTE via,Negative,Neutral,Neutral
"Nakaka bwisit lang mga commercial ni [Entity_A], sarap batuhin yung tv.",Negative,Negative,Negative
"KAHIT NAKASARA YUNG TV NAMIN, ANDUN PA RING YUNG ADVERTISEMENT NI [Entity_A] NOGNOG KA TLGA [Entity_A]",Negative,Negative,Negative
[Entity_A] threathening? Di siya ganun katanga! Nautusan nanaman tong Ombudsman na to ng mga DILAW!,Negative,Negative,Negative
4p's to 5p's?! Ulul. Wag kami [Entity_A].,Negative,Negative,Negative
"Actress Ai-ai delas Alas says she's here as a friend of VP [Entity_A], says she didn't get talent fee to appear here",Positive,Neutral,Neutral
"[Entity_A]: ""Bilang pangulo..."" OKAY, PERO NUNG NANDYAN KA SA POSISYON MO, WALA NAMANG NANGYARI",Negative,Negative,Negative
[Entity_A] tapos INC si kat nyay??,Neutral,Neutral,Neutral
"[Entity_A]: Vice president sa umaga, di makita sa gabi ayoko na po",Negative,Negative,Negative
pano yung remaining PH 5B kapag hindi nanalo si [Entity_A]? Sa bulsa Ni [Entity_B] ganern?,Negative,Negative,Negative
"nakita ko nanaman ung advertisement ni [Entity_A], kung sino pa ung nognog sya pa ung nagbigay liwanag, bakit cactus ba sya???????",Negative,Negative,Negative
Anong konek ng pagiging nognog at pandak ni [Entity_A] sa mga nagawa 'daw' nya sa Makati? Paki-explain. Labyu :D,Negative,Negative,Negative
My birthday wish for [Entity_A]: Hindi sana ikaw ang manalong pangulo ng Pilipinas.,Negative,Negative,Negative
"magsama sila ni [Entity_A].. tutal kapartida nya yun painumin din mya ng pills, jamming sila! HAHAHAHAHAHAHAHA",Negative,Negative,Negative
