text,real_text,entity_detected,true_label,predicted
Wag kayo maniwala sa No tax policy niyang si [Entity_A].. Chika niya lang yan! di basta basta narereform ang tax ng ganun..,Wag kayo maniwala sa No tax policy niyang si BINAY.. Chika niya lang yan! di basta basta narereform ang tax ng ganun..,BINAY,Neutral,Negative
RT [Entity_A] condemns killing,RT BINAY condemns killing,BINAY,Negative,Negative
"[Entity_A], [Entity_A], [Entity_A], Maraming nagawa... Yan si [Entity_A]. T*ngna [Entity_A] anong KALOKOHAN TO?! ??","NOGNOG, NOGNOG, NOGNOG, Maraming nagawa... Yan si NOGNOG. T*ngna NOGNOG anong KALOKOHAN TO?! ??","NOGNOG, PANDAK, BINAY",Neutral,Negative
pwede pala to gawin pag si [Entity_A] ang iboboto mo,pwede pala to gawin pag si MAR ROXAS ang iboboto mo,MAR ROXAS,Negative,Negative
"Madalang na mabanggit si [Entity_A] nowadays a... Relevant pa po ba? Sayang yung limang taon na surveys, na utog in the end.","Madalang na mabanggit si JOJO BINAY nowadays a... Relevant pa po ba? Sayang yung limang taon na surveys, na utog in the end.",JOJO BINAY,Neutral,Negative
"Bakit kaya may pagbabantang nagaganap sa mga commercial ni [Entity_A], na pag hindi natuloy ang Daang Matuwid keme keme?","Bakit kaya may pagbabantang nagaganap sa mga commercial ni MAR ROXAS, na pag hindi natuloy ang Daang Matuwid keme keme?",MAR ROXAS,Negative,Negative
"RT Sec. Edwin Lacierda on [Entity_A]: ""unlike others, he has gone beyond promises, he has fought the bullies and has the","RT Sec. Edwin Lacierda on MAR ROXAS: ""unlike others, he has gone beyond promises, he has fought the bullies and has the",Edwin Lacierda,Negative,Positive
Look who's talking. [Entity_A]'s admin did a good job of exposing [Entity_B]'s filthy deeds ??,Look who's talking. AQUINO's admin did a good job of exposing BINAY's filthy deeds ??,"AQUINO, BINAY",Positive,Negative
[Entity_A] o [Entity_B] o [Entity_C]?,DUTERTE o MIRIAM o BINAY?,"DUTERTE, MIRIAM, BINAY",Negative,Negative
Napansin nyo ang daming pol ads ni [Entity_A]. Pera dugot pawis ntin yun mga kbbyan,Napansin nyo ang daming pol ads ni BINAY. Pera dugot pawis ntin yun mga kbbyan,BINAY,Neutral,Negative
"Look at the mirror, [Entity_A] on [Entity_B]: Once a plunderer, always a plunderer","Look at the mirror, TRILLANES on BINAY: Once a plunderer, always a plunderer","TRILLANES, BINAY",Negative,Negative
I'd say I'm about as fucked as [Entity_A] denying his case against the victims of Yolanda,I'd say I'm about as fucked as MAR ROXAS denying his case against the victims of Yolanda,MAR ROXAS,Negative,Negative
Only [Entity_A] commercial. huwaaw kinakalaban si Belo sa tagline,Only BINAY commercial. huwaaw kinakalaban si Belo sa tagline,Belo,Negative,Negative
Poor [Entity_A] and [Entity_B] couldn't win oscar despite their entertaining campaign.,Poor BINAY and ROXAS couldn't win oscar despite their entertaining campaign.,"BINAY, ROXAS",Negative,Negative
"""Yung commercial ni [Entity_A] na [Entity_A] [Entity_A]... Parang taeng pinabanguhan lang."" -Kuya RJ ???? Actually coz everybody knows. ????","""Yung commercial ni BINAY na BINAY BINAY... Parang taeng pinabanguhan lang."" -Kuya RJ ???? Actually coz everybody knows. ????",-Kuya RJ,Negative,Negative
wtf [Entity_A]!,wtf BINAY!,BINAY,Negative,Negative
Don't bash DJ because he supporting [Entity_A]. Grow up please,Don't bash DJ because he supporting MAR ROXAS. Grow up please,MAR ROXAS,Negative,Negative
"nasa Positivend spot na si [Entity_A] wow -.- [Entity_B] lang [Entity_C], wag ka na. lol","nasa Positivend spot na si MAR ROXAS wow -.- LENI ROBREDO lang [Entity_C], wag ka na. lol","MAR ROXAS, LENI ROBREDO",Neutral,Negative
RT [Entity_A] VS [Entity_B] on,RT DUTERTE VS MAR ROXAS on,"DUTERTE, MAR ROXAS",Negative,Neutral
Madaya : Voter files complaint after receipt showed [Entity_A] instead of [Entity_B],Madaya : Voter files complaint after receipt showed ROXAS instead of DUTERTE,"ROXAS, DUTERTE",Neutral,Negative
[Entity_A] with all the loot.,BINAY with all the loot.,BINAY,Negative,Negative
"Tito: Tay, sinong iboboto mong President? Tatay: Baka si [Entity_A] Tito: Ha? Bakit? Porket kasing itim mo gusto mo na? HAHAHAHA! OM!","Tito: Tay, sinong iboboto mong President? Tatay: Baka si BINAY Tito: Ha? Bakit? Porket kasing itim mo gusto mo na? HAHAHAHA! OM!",Tito,Negative,Negative
"Nagpapalitan lang si [Entity_A] at [Entity_B] sa survey, mahihirapan si [Entity_C] na umusad pa. asahan na ang malawakang vote-buying ng mga desperado","Nagpapalitan lang si GRACE at BINAY sa survey, mahihirapan si [Entity_C] na umusad pa. asahan na ang malawakang vote-buying ng mga desperado","GRACE, BINAY",Negative,Negative
kahit sino na. Wag lang si [Entity_A]. ??,kahit sino na. Wag lang si BINAY. ??,BINAY,Negative,Negative
Foreigners should not intervene our political practice like [Entity_A] an american [Entity_B]/[Entity_C] lang,Foreigners should not intervene our political practice like GRACE POE an american [Entity_B]/[Entity_C] lang,GRACE POE,Negative,Negative
"[Entity_A]. [Entity_A]. [Entity_A]. Pero 'di tulad ng iba, umiiwas sa pagsagot sa alegasyon ng milyon-milyong kinulimbat. 'Yan si [Entity_A].","NOGNOG. NOGNOG. NOGNOG. Pero 'di tulad ng iba, umiiwas sa pagsagot sa alegasyon ng milyon-milyong kinulimbat. 'Yan si NOGNOG.","NOGNOG, PANDAK, LAKI SA HIRAP, BINAY",Negative,Positive
Grabe yung lamang ni [Entity_A] kay [Entity_B] ??,Grabe yung lamang ni DU30 kay POE ??,"DU30, POE",Negative,Negative
putangina bat pinuntahan ni [Entity_A] si dj?,putangina bat pinuntahan ni MAR ROXAS si dj?,MAR ROXAS,Neutral,Negative
im still thinking who to vote for. Basta hindi si [Entity_A] :),im still thinking who to vote for. Basta hindi si BINAY :),BINAY,Negative,Negative
Tama na [Entity_A],Tama na MAR ROXAS,MAR ROXAS,Negative,Positive
[Entity_A] [Entity_B] [Entity_C] . LABAN [Entity_D],ROXAS MIRIAM MARCOS . LABAN LENI,"ROXAS, MIRIAM, MARCOS, LENI",Negative,Negative
Only [Entity_A]! Hataw sa Cebu,Only BINAY! Hataw sa Cebu,BINAY,Positive,Negative
"[Entity_A], [Entity_B] lead in pre-election survey | via http://t.co/CkO09cogEf","POE, BINAY lead in pre-election survey | via http://t.co/CkO09cogEf","POE, BINAY",Positive,Neutral
Palasyo sinabing pahayag ng Ombudsman; patama kay [Entity_A] via,Palasyo sinabing pahayag ng Ombudsman; patama kay VP BINAY via,VP,Neutral,Negative
Si [Entity_A] ba ??,Si MAR ROXAS ba ??,MAR ROXAS,Negative,Neutral
Ngayon ko lang napanuod yung advertisement ni [Entity_A]. Parang hindi ko matanggap na [Entity_A] ako.,Ngayon ko lang napanuod yung advertisement ni BINAY. Parang hindi ko matanggap na BINAY ako.,BINAY,Neutral,Negative
HAHAHAHAHA wag lang si [Entity_A] plss ?????? [Entity_B] or [Entity_C] tayo ??,HAHAHAHAHA wag lang si MAR ROXAS plss ?????? DUTERTE or MIRIAM tayo ??,"MAR ROXAS, DUTERTE, MIRIAM",Negative,Negative
Jusko eto nanaman tong commercial ni [Entity_A],Jusko eto nanaman tong commercial ni BINAY,BINAY,Negative,Negative
tangina sana di manalo si [Entity_A] baka papatay nya ko dahil sa tweet na to,tangina sana di manalo si MAR ROXAS baka papatay nya ko dahil sa tweet na to,MAR ROXAS,Negative,Negative
[Entity_A] tutol na ipakita sa publiko ang kaniyang medical records |,SENADOR MIRIAM DEFENSOR SANTIAGO tutol na ipakita sa publiko ang kaniyang medical records |,SENADOR MIRIAM DEFENSOR SANTIAGO,Negative,Negative
Papa bat si [Entity_A] pa! ??,Papa bat si MAR ROXAS pa! ??,MAR ROXAS,Neutral,Negative
[Entity_A] is promising that if he be elected our country will progress. Ha? Tingnan mo nga [Entity_A] City isang napag iwanan na ciudad! Bolero!,MAR ROXAS is promising that if he be elected our country will progress. Ha? Tingnan mo nga MAR ROXAS City isang napag iwanan na ciudad! Bolero!,Bolero,Negative,Negative
Ang galing galing nila Anne. Panalo! Pak! Nakaka-proud si Kuya Kim. Pero kamukha niya na si [Entity_A] niyan. Joke!,Ang galing galing nila Anne. Panalo! Pak! Nakaka-proud si Kuya Kim. Pero kamukha niya na si BINAY niyan. Joke!,"Anne, Kuya Kim",Negative,Neutral
"Nakakatakot matulog, baka pagkagising ko si [Entity_A] na nangunguna. Biglang overtake kay [Entity_B] eh. Wag ganun.","Nakakatakot matulog, baka pagkagising ko si ROXAS na nangunguna. Biglang overtake kay POE eh. Wag ganun.","ROXAS, POE",Negative,Negative
"kay [Entity_A] ako eh. Umasa ako kay [Entity_B], buti na lang di ako nagpakalbo. XD","kay MIRIAM ako eh. Umasa ako kay DUTERTE, buti na lang di ako nagpakalbo. XD","MIRIAM, DUTERTE",Negative,Positive
[Entity_A] you're corrupt. End of story.,BINAY you're corrupt. End of story.,BINAY,Positive,Negative
"PAG NANALO SI [Entity_A] TANGINA ALAM NA, NAGKADAYAAN NA. NAGKABAYARAN PA.","PAG NANALO SI MAR ROXAS TANGINA ALAM NA, NAGKADAYAAN NA. NAGKABAYARAN PA.",MAR ROXAS,Negative,Negative
"[Entity_A], if your really care about the Philippines, STOP doing STUPIDITY, COWARD! LOSER! ( [Entity_A] to [Entity_B] ) pitiful candidate","MAR ROXAS, if your really care about the Philippines, STOP doing STUPIDITY, COWARD! LOSER! ( MAR ROXAS to [Entity_B] ) pitiful candidate",MAR ROXAS,Negative,Negative
"[Entity_A], you're so stupid. Seriously. Who owns the airport?","MAR ROXAS, you're so stupid. Seriously. Who owns the airport?",MAR ROXAS,Negative,Negative
"since INC announce that they are endorsing [Entity_A], do you still voting for [Entity_B]?","since INC announce that they are endorsing DUTERTE, do you still voting for MAR ROXAS?","DUTERTE, MAR ROXAS",Negative,Negative
Shittt burn si [Entity_A] Kay [Entity_B] ikaw ba naman eh kita mong sunog na sunog na yang si [Entity_C] ee hahahaha,Shittt burn si MAR ROXAS Kay BINAY ikaw ba naman eh kita mong sunog na sunog na yang si [Entity_C] ee hahahaha,"MAR ROXAS, BINAY",Negative,Negative
"Hay sawang sawa nako sa [Entity_A] news pls? Wala bang [Entity_B], [Entity_C], or [Entity_D]? Umay ??","Hay sawang sawa nako sa DUTERTE news pls? Wala bang BINAY, POE, or ROXAS? Umay ??","DUTERTE, BINAY, POE, ROXAS",Negative,Negative
Only [Entity_A] touches my skin who touches yours ? Syempre [Entity_B]... Hahahaha...,Only BINAY touches my skin who touches yours ? Syempre RODRIGO DUTERTE... Hahahaha...,"BINAY, RODRIGO DUTERTE",Negative,Negative
Andun si [Entity_A] sa commercial nya eh. Black lang yung bg kaya medyo hindi sya pansin,Andun si BINAY sa commercial nya eh. Black lang yung bg kaya medyo hindi sya pansin,BINAY,Negative,Negative
Bakit todo gastos si [Entity_A] at [Entity_B]? Ano meron? Kasi galangit na pera kapalit niyan! Serbisyong Negosyo. MANDARAMBONG. [Entity_C] LANG TAYO,Bakit todo gastos si BINAY at ROXAS? Ano meron? Kasi galangit na pera kapalit niyan! Serbisyong Negosyo. MANDARAMBONG. DU30 LANG TAYO,"BINAY, ROXAS, DU30",Negative,Negative
RT The [Entity_A] commercial featuring oppressed/marginalized Filipinos being called [Entity_A] is plain stupid and outright rude.,RT The BINAY commercial featuring oppressed/marginalized Filipinos being called BINAY is plain stupid and outright rude.,"BINAY, NOGNOG",Negative,Negative
Pano nandya si [Entity_B] kung mahigit NeutralM na yung kay [Entity_A]?Tapos pangatlo pa lang si [Entity_B]???Wag kasing agad maniniwala sa mga hakahaka.,Pano nandya si DUTERTE kung mahigit NeutralM na yung kay MAR ROXAS?Tapos pangatlo pa lang si DUTERTE???Wag kasing agad maniniwala sa mga hakahaka.,"MAR ROXAS, DUTERTE, ROXAS",Neutral,Negative
"[Entity_A] approves of [Entity_B]'s presidential bid, says he won't endorse [Entity_C]","DUTERTE approves of MIRIAM's presidential bid, says he won't endorse MAR","DUTERTE, MIRIAM, MAR",Negative,Neutral
Teacher man ko bala. So are my parents and my brother. Te pakyu [Entity_A].,Teacher man ko bala. So are my parents and my brother. Te pakyu BINAY.,BINAY,Negative,Negative
Happy Birtyday! [Entity_A] hahaha I mean [Entity_A] ????,Happy Birtyday! NOGNOG hahaha I mean NOGNOG ????,"NOGNOG, PANDAK/BINAY",Negative,Neutral
patawa talaga tong si [Entity_A]. ni hindi ka nga namin naramdaman nung nasa posisyon ka e. hayuuuup,patawa talaga tong si BINAY. ni hindi ka nga namin naramdaman nung nasa posisyon ka e. hayuuuup,BINAY,Negative,Neutral
Wag iboto so [Entity_A],Wag iboto so JOJO BINAY,JOJO BINAY,Negative,Negative
"[Entity_A] is being desperate and shows how indecent he is. Also, our current President is tolerating such act because he's the one behind...","MAR ROXAS is being desperate and shows how indecent he is. Also, our current President is tolerating such act because he's the one behind...",MAR ROXAS,Positive,Negative
"Si [Entity_A] pa galit sa COA. Tinatiming daw. Ano ba dapat, tago muna yung audit report habang campaign period pa? Bwisit","Si BINAY pa galit sa COA. Tinatiming daw. Ano ba dapat, tago muna yung audit report habang campaign period pa? Bwisit",BINAY,Neutral,Negative
"yung bagong [Entity_A] ad, paawa effect na naman :((","yung bagong BINAY ad, paawa effect na naman :((",BINAY,Negative,Negative
"""My good friends here, [Entity_A] and [Entity_B]"" ayan hindi plastic. ????","""My good friends here, MIRIAM and GRACE"" ayan hindi plastic. ????","MIRIAM, GRACE",Negative,Positive
Na atching ako sa ad ni [Entity_A]. Allergic pala talaga ako sa bullshit.,Na atching ako sa ad ni BINAY. Allergic pala talaga ako sa bullshit.,BINAY,Negative,Negative
"I have this lingering suspicion debates will be [Entity_A] discussing issues of complexity, [Entity_B] sniping, and [Entity_C]/[Entity_D]/[Entity_E] watching on the telly","I have this lingering suspicion debates will be ROXAS discussing issues of complexity, MDS sniping, and POE/BINAY/[Entity_E] watching on the telly","ROXAS, MDS, POE, BINAY",Negative,Negative
Mom had dinner with [Entity_A]. Wayuk si mother,Mom had dinner with SEN. N. BINAY. Wayuk si mother,SEN. N. BINAY,Negative,Neutral
"[Entity_A] tandem are bullies, no class whatsoever.","ROXAS-ROBREDO tandem are bullies, no class whatsoever.",ROXAS-ROBREDO,Negative,Negative
Commercial na naman ni [Entity_A],Commercial na naman ni BINAY,BINAY,Negative,Neutral
"From a concerned citizen: ""Just to inform lang. Positive0 Millions of Ballots are already program to [Entity_A] and...","From a concerned citizen: ""Just to inform lang. Positive0 Millions of Ballots are already program to MAR ROXAS and...",MAR ROXAS,Negative,Neutral
"[Entity_A] YAN KA ????????????????????????"" Nakoooo si [Entity_A] po yan! Gago to. Keber ???????? hindi po ako pandak","NOGNOG YAN KA ????????????????????????"" Nakoooo si NOGNOG po yan! Gago to. Keber ???????? hindi po ako pandak","NOGNOG, PANDAK, BINAY",Negative,Positive
Knowing that [Entity_A] is still breathing disappoints me,Knowing that MAR ROXAS is still breathing disappoints me,MAR ROXAS,Negative,Negative
"Salgado on [Entity_A] being the top spender in political ads: Hindi lang pala selective justice, selective data rin ang nangyari dito","Salgado on VP BINAY being the top spender in political ads: Hindi lang pala selective justice, selective data rin ang nangyari dito",VP BINAY,Negative,Negative
CA dismisses [Entity_A]'s petition against Ombudsman suspension order [Positive-NeutralNeutral-Positive0Neutral5] [NY-ANeutral800],CA dismisses JUNJUN BINAY's petition against Ombudsman suspension order [Positive-NeutralNeutral-Positive0Neutral5] [NY-ANeutral800],JUNJUN BINAY,Negative,Negative
"Hay nako, basta tangina kapag nanalo si [Entity_A].","Hay nako, basta tangina kapag nanalo si BINAY.",BINAY,Negative,Negative
Yung babaeng nasa political ad ni [Entity_A] na nabigyan kuno ng relocation at pabahay,Yung babaeng nasa political ad ni MAR ROXAS na nabigyan kuno ng relocation at pabahay,MAR ROXAS,Negative,Negative
Namoka pumapangalawa si [Entity_A],Namoka pumapangalawa si MAR ROXAS,MAR ROXAS,Neutral,Negative
[Entity_A] Yan si [Entity_A] ??,NOGNOG Yan si NOGNOG ??,"NOGNOG, PANDAK, LAKI SA HIRAP, BINAY",Negative,Neutral
[Entity_B] tas [Entity_A] 87NeutralNeutral???? tangina [Entity_A]???,ROXAS tas DUTERTE 87NeutralNeutral???? tangina DUTERTE???,"DUTERTE, ROXAS",Negative,Negative
"""LIBRE NA LAHAT."" - [Entity_A] GANUN PO KABOBO ANG TINGIN NI [Entity_A] SA ATING LAHAT. AT BOBO ANG MANINIWALA.","""LIBRE NA LAHAT."" - BINAY GANUN PO KABOBO ANG TINGIN NI BINAY SA ATING LAHAT. AT BOBO ANG MANINIWALA.",BINAY,Negative,Negative
"Kautusang lumikha ng Office for Transportation, pinare-review ni [Entity_A] I via Allan Francisco","Kautusang lumikha ng Office for Transportation, pinare-review ni VP BINAY I via Allan Francisco","VP, Allan Francisco",Negative,Neutral
wag niyo na ipakita commercial ni [Entity_A] pls. irita talaga ??,wag niyo na ipakita commercial ni BINAY pls. irita talaga ??,BINAY,Negative,Negative
"Only [Entity_A] touches my skin, who touches yours? ??","Only BINAY touches my skin, who touches yours? ??",BINAY,Negative,Negative
No to [Entity_A] tandem????,No to ROXAS-BINAY tandem????,ROXAS-BINAY,Neutral,Negative
yan si [Entity_A]. XD samoka,yan si BINAY. XD samoka,BINAY,Negative,Neutral
[Entity_A] proclaimed datu by Lanao sultanate |,MAR ROXAS proclaimed datu by Lanao sultanate |,MAR ROXAS,Neutral,Neutral
[Entity_A] too thirsty to win,MAR ROXAS too thirsty to win,MAR ROXAS,Negative,Negative
Kamuka ba ni [Entity_A] si kokey?” Hindi. Wag OA dre!,Kamuka ba ni BINAY si kokey?” Hindi. Wag OA dre!,BINAY,Negative,Neutral
bagay Kay [Entity_A] bibitayin yan,bagay Kay VP JOJO BINAY bibitayin yan,VP JOJO BINAY,Negative,Negative
"They say when you find that guy who makes you mad and makes you laugh at the same time, he's the one. [Entity_A], ikaw na ata. ??????","They say when you find that guy who makes you mad and makes you laugh at the same time, he's the one. MAR ROXAS, ikaw na ata. ??????",MAR ROXAS,Negative,Positive
"Wala akong mapili kayna [Entity_A], Santiago, at [Entity_B]. Basta ako ay ""Kahit sino wag lang si [Entity_C].""","Wala akong mapili kayna BINAY, Santiago, at SANTIAGO. Basta ako ay ""Kahit sino wag lang si DUTERTE.""",Santiago,Negative,Negative
I'll never understand [Entity_A]' publicity stunts,I'll never understand MAR ROXAS' publicity stunts,MAR ROXAS,Negative,Negative
Panu kasi si [Entity_A] walang kabuhay-buhay ang speech.,Panu kasi si BINAY walang kabuhay-buhay ang speech.,BINAY,Negative,Negative
"A word to describe [Entity_A], [Entity_B] said: ""Greed.""","A word to describe VP BINAY, TRILLANES said: ""Greed.""","VP BINAY, TRILLANES",Negative,Negative
Yung dummy account na galit na galit kay [Entity_A] ??,Yung dummy account na galit na galit kay BINAY ??,BINAY,Negative,Negative
"If you don't want for [Entity_A] or [Entity_B] to win this Election, then don't vote for [Entity_C]. Vote for [Entity_D] instead.","If you don't want for POE or ROXAS to win this Election, then don't vote for MIRIAM. Vote for DUTERTE instead.","POE, ROXAS, MIRIAM, DUTERTE",Neutral,Negative
RT gusto kong lalake kagaya ni [Entity_A] ??,RT gusto kong lalake kagaya ni BINAY ??,BINAY,Neutral,Neutral
"GRABE SI [Entity_A], NAGPULA LANG NG SUOT KIT KAT NA KAAGAD! GRABE SIYA OH!","GRABE SI BINAY, NAGPULA LANG NG SUOT KIT KAT NA KAAGAD! GRABE SIYA OH!",BINAY,Negative,Negative
Ang Pangulo ko ay si [Entity_A]. Ishare mo to sa Positive5 na tao within Negative0mins at magkakaron ka ng SOBRE. Wag kang tumawa kapitbahay ko meron na.,Ang Pangulo ko ay si BINAY. Ishare mo to sa Positive5 na tao within Negative0mins at magkakaron ka ng SOBRE. Wag kang tumawa kapitbahay ko meron na.,Pangulo,Neutral,Negative
LABAN [Entity_A]! UNGASAN MO SI [Entity_B]!,LABAN BINAY! UNGASAN MO SI MAR ROXAS!,"BINAY, MAR ROXAS",Neutral,Negative
hahahahaahavahahahahahahhaha may hawig yung kay [Entity_A],hahahahaahavahahahahahahhaha may hawig yung kay BINAY,BINAY,Negative,Negative
4 govt agencies after investigation w evidence says [Entity_A] is corrupt.,4 govt agencies after investigation w evidence says BINAY is corrupt.,BINAY,Negative,Negative
"Wow if an anti-[Entity_A] ad is released, much accepted. But if an anti-[Entity_B] ad is released, it is a form of sabotage. Equality, you say? Yuck","Wow if an anti-BINAY ad is released, much accepted. But if an anti-[Entity_B] ad is released, it is a form of sabotage. Equality, you say? Yuck",Yuck,Negative,Negative
"Jusko eto tayo. Labanan ng intro si [Entity_A]. Sa second paragraph, wala na connect","Jusko eto tayo. Labanan ng intro si BINAY. Sa second paragraph, wala na connect","BINAY, MAR ROXAS",Negative,Negative
"[Entity_A]'s appeal for a dialogue ""anytime and anywhere"" with [Entity_B]...","BINAY's appeal for a dialogue ""anytime and anywhere"" with [Entity_B]...",BINAY,Negative,Neutral
Jajajhha pera pera tlga Tong si [Entity_A],Jajajhha pera pera tlga Tong si BINAY,BINAY,Negative,Negative
Moderator Coco Alcuaz said [Entity_A] requested that they present their platforms one by one,Moderator Coco Alcuaz said BINAY requested that they present their platforms one by one,Coco Alcuaz,Negative,Neutral
The question is not whether [Entity_A] is bad but whether he will be badder,The question is not whether BINAY is bad but whether he will be badder,BINAY,Negative,Negative
SC asked to oust [Entity_A] from Boy Scouts of the Philippines,SC asked to oust BINAY from Boy Scouts of the Philippines,BINAY,Neutral,Negative
"[Entity_A], iginiit na wala siyang kinalaman sa desisyon ng anak sa kaso ni [Entity_B]","BINAY, iginiit na wala siyang kinalaman sa desisyon ng anak sa kaso ni [Entity_B]",BINAY,Neutral,Negative
Hayop na [Entity_A] to pumapangalawa!,Hayop na BINAY to pumapangalawa!,BINAY,Negative,Negative
"Alam na. [Entity_A], Arroyo, Garci unite: [Entity_A] taps Puno as campaign adviser","Alam na. BINAY, Arroyo, Garci unite: BINAY taps Puno as campaign adviser","Arroyo, Puno",Neutral,Negative
"[Entity_A] is More Deserving than [Entity_B] & [Entity_C], No To Sayang [Entity_A] .. MyPresidentIs [Entity_A]","BINAY is More Deserving than MAR ROXAS & [Entity_C], No To Sayang BINAY .. MyPresidentIs BINAY","BINAY, MAR ROXAS",Neutral,Positive
Hay naku [Entity_A],Hay naku BINAY,BINAY,Negative,Neutral
Vote niyo po si Vice President [Entity_A]? full force required love y'all,Vote niyo po si Vice President VP BINAY? full force required love y'all,VP BINAY,Negative,Positive
Puneta 'tong si [Entity_A]. Hays.,Puneta 'tong si BINAY. Hays.,BINAY,Negative,Negative
Nog Nog. Pandak. Ulul nyo Yan si [Entity_A],Nog Nog. Pandak. Ulul nyo Yan si BINAY,BINAY,Negative,Negative
"Si [Entity_A] parang pag mamahal ko, wala na kong choice.","Si BINAY parang pag mamahal ko, wala na kong choice.",BINAY,Negative,Negative
Souvenir from Vice President [Entity_A],Souvenir from Vice President VP BINAY,VP BINAY,Neutral,Neutral
"Since I am not a registered voter yet, i requested him to vote [Entity_A]/[Entity_B] for pres and [Entity_C] for VP. boooo [Entity_D].","Since I am not a registered voter yet, i requested him to vote BINAY/[Entity_B] for pres and [Entity_C] for VP. boooo [Entity_D].",BINAY,Negative,Negative
SC orders CA to resolve the child of [Entity_A]'s suspension - Read:,SC orders CA to resolve the child of BINAY's suspension - Read:,BINAY,Neutral,Neutral
Nakakainis yung commercial ni [Entity_A],Nakakainis yung commercial ni BINAY,BINAY,Neutral,Negative
Yak naman [Entity_A]. Yakkk,Yak naman BINAY. Yakkk,Yakkk,Negative,Positive
"Bakit feeling ko, hindi naman sinasagot ni [Entity_A] ang mga tanong ni Mike? Ako lang ba to o kayo din? Hmmm.","Bakit feeling ko, hindi naman sinasagot ni BINAY ang mga tanong ni Mike? Ako lang ba to o kayo din? Hmmm.",Mike,Negative,Neutral
"Lintek to si [Entity_A]. Tatakbo ng presidente, pinagmamalaki parin yung ginawa niya sa makati taon taon nang nakalipas.","Lintek to si BINAY. Tatakbo ng presidente, pinagmamalaki parin yung ginawa niya sa makati taon taon nang nakalipas.",BINAY,Negative,Negative
"Ever since i started voting, i do not like [Entity_A].. I sensed the dishonesty and hypocricy in him even before","Ever since i started voting, i do not like BINAY.. I sensed the dishonesty and hypocricy in him even before",BINAY,Neutral,Negative
"Itinuturong dummy ni [Entity_A], pumalag","Itinuturong dummy ni BINAY, pumalag",BINAY,Negative,Negative
"[Entity_A], it's either your team failed at research or you purposely got it wrong. But knowing you, it must b the latter","BINAY, it's either your team failed at research or you purposely got it wrong. But knowing you, it must b the latter",BINAY,Negative,Negative
"[Entity_C]: ""my friends here, [Entity_D] and [Entity_E]."" Sorry [Entity_A] and [Entity_B] di mo friends","MIRIAM: ""my friends here, GRACE and [Entity_E]."" Sorry BINAY and MAR ROXAS di mo friends","BINAY, MAR ROXAS, MIRIAM, GRACE",Negative,Negative
"Pag yang resulta naiba pa, at si [Entity_A] ang maging nangunguna, alam na!!","Pag yang resulta naiba pa, at si BINAY ang maging nangunguna, alam na!!",BINAY,Negative,Positive
NEWS: [Entity_A] to face Enrile grilling when probe reopens | via,NEWS: BINAY to face Enrile grilling when probe reopens | via,Enrile,Negative,Neutral
naalala ko sabi ng mga taga ARMM...si [Entity_B] ang may plan b-z! Baba daw si [Entity_C].impeach daw si [Entity_A].,naalala ko sabi ng mga taga ARMM...si [Entity_B] ang may plan b-z! Baba daw si [Entity_C].impeach daw si BINAY.,BINAY,Negative,Negative
Si [Entity_A] yung kaklase nating magtetake ng risk para lang may masabi sa recitation dahil masyadong bilib sa sarili kaya 'di na nag-iisip.,Si BINAY yung kaklase nating magtetake ng risk para lang may masabi sa recitation dahil masyadong bilib sa sarili kaya 'di na nag-iisip.,BINAY,Negative,Negative
at ang nakakaimbyerna talaga ay yung pagdedefend niya kay [Entity_A],at ang nakakaimbyerna talaga ay yung pagdedefend niya kay BINAY,BINAY,Negative,Negative
May bago palang advert si [Entity_A]? Hahahaha. hahaha joke,May bago palang advert si BINAY? Hahahaha. hahaha joke,BINAY,Negative,Negative
Brigada News Update! - 4P's tinuligsa ng kampo ni VP [Entity_A] -,Brigada News Update! - 4P's tinuligsa ng kampo ni VP BINAY -,VP,Negative,Negative
just confirmed. [Entity_A] tarps on the mountain side along Kennon road,just confirmed. BINAY tarps on the mountain side along Kennon road,BINAY,Negative,Neutral
"[Entity_A] ad says, sino na ba ang nagbigay ng scholarship... Uhm excuse me po, not you. It's gov funds","BINAY ad says, sino na ba ang nagbigay ng scholarship... Uhm excuse me po, not you. It's gov funds",BINAY,Negative,Negative
VP [Entity_A] reiterates denial of owning hacienda in Batangas | via GMA News,VP VP BINAY reiterates denial of owning hacienda in Batangas | via GMA News,VP BINAY,Negative,Neutral
shut up [Entity_A] uy,shut up BINAY uy,BINAY,Negative,Negative
GAGO [Entity_A] TALAGANG LIBRE ANG PAG-AARAL SA PUBLIC SCHOOLS/SCUs! GAGO BA U?,GAGO BINAY TALAGANG LIBRE ANG PAG-AARAL SA PUBLIC SCHOOLS/SCUs! GAGO BA U?,BINAY,Negative,Negative
Puro sympathy attack na lang tong si [Entity_A] jusme. Bobotante lang maniniwala,Puro sympathy attack na lang tong si BINAY jusme. Bobotante lang maniniwala,Bobotante,Negative,Negative
Nung si tado niloko ka nagalit ka. Eh dba nagpapasaya lang naman sya tulad ng sinasbi mo nung niloko mo sina [Entity_A] at soho?,Nung si tado niloko ka nagalit ka. Eh dba nagpapasaya lang naman sya tulad ng sinasbi mo nung niloko mo sina BINAY at soho?,BINAY,Neutral,Negative
Bakit Pangalawa si. [Entity_A] ANO TO,Bakit Pangalawa si. BINAY ANO TO,BINAY,Negative,Negative
